gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds	chrom	strand	transcript_length	cds_length	utr_length	clip_points_5utr_cpm	rna_control_reads_5utr_cpm	E_5utr	clip_points_cds_cpm	rna_control_reads_cds_cpm	E_cds	clip_points_3utr_cpm	rna_control_reads_3utr_cpm	E_3utr	clip_points_total	rna_control_total	clip_points_total_cpm	rna_control_total_cpm	total_CLIP_amount_point	f_5utr	raw_f_5utr	f_cds	raw_f_cds	f_3utr	raw_f_3utr	has_all_regions	composition_eligible	log_transcript_length
ENSMUSG00000025907.15	ENSMUSG00000025907	14690	1520	280	694	903	132	251	1520.0	111.51097741205764	280.0	53.837498432944244	694.0	56.24771037778361	903.0	92.62690835280327	132.0	12.343183131132667	251.0	19.40878970731004	1.049118411820138	0.069862379676356	67.57070572117705	6.080459529025701	13.842644981429922	True	True	Rb1cc1	ENSMUST00000027040.13	81	39	1272	9	22	329	2376	467	4764	chr1	+	7607	4764	2843	2.074238815518157	2.7488915094987947	0.7631876497468556	67.6520967522845	41.10842302841379	1.6441322373721623	4.308034462999249	1.1245465266131431	3.5997280358068644	1392	360	74.03437003080191	44.981861064525724	0.7175954831430409	0.12704870337960047	0.028017241379310345	0.27370053618139717	0.9137931034482759	0.5992507604390023	0.05818965517241379	True	True	12.893301530860564
ENSMUSG00000087247.4	ENSMUSG00000087247	971	0	0	1	0	1	1	0.0	0.0	0.0	0.0	1.0	0.08104857403138849	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	0.0	-0.7303793291159949	0.027016191343796164	-2.9769156791301907	9.92481250360578	False	False	Alkal1	ENSMUST00000133144.4	0	0	0	0	0	0	477	113	381	chr1	+	971	381	590	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	9.92481250360578
ENSMUSG00000033740.18	ENSMUSG00000033740	6464	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	12.658434654697617	False	False	St18	ENSMUST00000140079.8	0	0	0	0	0	0	2337	420	3135	chr1	+	5892	3135	2757	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	12.524786550851607
ENSMUSG00000051285.18	ENSMUSG00000051285	6654	3508	529	2360	1775	208	138	3508.0	257.3555978694067	529.0	101.7144166822411	2360.0	191.27463471407683	1775.0	182.07393391608616	208.0	19.449864327845418	138.0	10.670968046250142	1.338381780957007	0.7889276009549322	158.354328437468	7.307923259592556	12.700222950799255	True	True	Pcmtd1	ENSMUST00000061280.17	2465	319	638	338	48	204	3749	412	1071	chr1	+	5232	1071	4161	16.96620979872544	5.997581475270097	2.7988489974165507	33.93241959745088	25.489721269897913	1.3299253727114413	131.1025302628784	42.23296955502693	3.09929900127449	3422	590	182.0011596590547	73.72027230019495	1.302651145371377	0.3872192289151435	0.09322033898305085	0.1839944483647919	0.1864406779661017	0.4287863227200646	0.7203389830508474	True	True	12.353422543614714
ENSMUSG00000025909.17	ENSMUSG00000025909	10908	28	0	4	1	0	1	28.0	2.054149583906325	0.0	0.0	4.0	0.32419429612555395	1.0	0.10257686417807671	0.0	0.0	1.0	0.07732585540760971	4.429046528830289	-1.8926587122770864	0.14225705343454356	-2.0453894238521793	13.41323123912454	False	False	Sntg1	ENSMUST00000140295.8	0	0	0	0	0	0	2003	1333	1551	chr1	-	4887	1551	3336	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	12.25502856981873
ENSMUSG00000061024.9	ENSMUSG00000061024	2048	834	418	1495	1084	508	867	834.0	61.18431260635267	418.0	80.37169408918105	1495.0	121.1676181769258	1084.0	111.19332076903515	508.0	47.50255326223784	867.0	67.04151663839762	-0.39296358063808623	-0.6199935182214837	104.24421101171401	6.705206752166445	11.000704269011246	True	True	Rrs1	ENSMUST00000072079.9	724	25	85	165	62	308	837	116	1095	chr1	+	2048	1095	953	1.3296402663577929	7.746876072223875	0.18219228304348895	4.520776905616496	38.48448113298313	0.11975739390380248	38.506382113721685	20.61668632124096	1.8635404096522086	834	535	44.35679928569597	66.84804352644795	-0.5906378114442878	0.08413443412691309	0.02997601918465228	0.05530267473625761	0.10191846522781775	0.8605628911368293	0.86810551558753	True	True	11.000704269011246
ENSMUSG00000025911.15	ENSMUSG00000025911	3780	13	12	61	29	25	19	13.0	0.9537123068136508	12.0	2.3073213614118964	61.0	4.943963015914698	29.0	2.9747290611642248	25.0	2.337724077866036	19.0	1.4691912527445845	-1.1919477205823301	-0.07858476825127597	3.408671146163607	1.8109247359897975	11.884552133987235	False	False	Adhfe1	ENSMUST00000144177.8	13	0	0	0	0	20	1699	145	1395	chr1	+	3239	1395	1844	0.0	0.0	1.0	0.0	2.4989922813625407	0.03847645132196171	0.6914129385060525	0.0	7.914129385060524	13	20	0.6914129385060525	2.4989922813625407	-1.7154497925344177	0.1116993217702159	0.0	0.00429779351678785	0.0	0.8840028847129963	1.0	True	False	11.661778097771988
ENSMUSG00000067879.4	ENSMUSG00000067879	3256	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	0.0	1.0184694167773019	0.0341922880593589	-2.8976263316817077	11.669328004395904	False	False	Vxn	ENSMUST00000088666.4	0	0	0	0	0	0	2250	385	621	chr1	+	3256	621	2635	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.669328004395904
ENSMUSG00000025912.17	ENSMUSG00000025912	5402	696	138	431	394	29	31	696.0	51.06028965710008	138.0	26.534195656236804	431.0	34.93193540752844	394.0	40.41528448616223	29.0	2.711759930324601	31.0	2.3971015176359014	0.9417447197793747	0.38101452341881326	33.960471849975825	5.090026516131209	12.399544966627433	False	False	Mybl1	ENSMUST00000088658.11	410	21	233	38	7	108	2472	255	2253	chr1	-	4980	2253	2727	1.1168978237405462	0.8746472984768892	1.248551989670755	12.39224728245463	13.494558319357719	0.9189152739641807	21.806100368267806	4.7480853345888265	4.518505524640419	664	153	35.315245474462984	19.117290952423435	0.881965567335003	0.18674200886073583	0.03162650602409638	0.13743927818186866	0.3509036144578313	0.6758187129573954	0.6174698795180723	True	False	12.282219695672588
ENSMUSG00000045210.9	ENSMUSG00000045210	9749	1278	405	1007	966	230	410	1278.0	93.75725600829583	405.0	77.87209594765149	1007.0	81.61591404960822	966.0	99.0892507960221	230.0	21.50706151636753	410.0	31.703600717119986	0.26751036688001745	-0.2781205137408471	86.19242026442726	6.431161936711384	13.251186503524336	True	True	Vcpip1	ENSMUST00000057438.7	260	6	1073	101	22	371	5863	226	3660	chr1	-	9749	3660	6089	0.3191136639258703	2.7488915094987947	0.14711464530272864	57.06816023207648	46.356306819275126	1.2305790999373396	13.828258770121048	12.61991102088083	1.0949965567570883	1339	494	71.2155326661234	61.725109349654744	0.2060234464656913	0.059495782866097816	0.004480955937266617	0.4976681062498683	0.80134428678118	0.442836110884034	0.1941747572815534	True	True	13.251186503524336
ENSMUSG00000025915.15	ENSMUSG00000025915	14311	234	86	246	235	31	66	234.0	17.166821522645716	86.0	16.53580309011859	246.0	19.93794921172157	235.0	24.10556308184803	31.0	2.898777856553884	66.0	5.103506456902241	0.053711022212085964	-0.5225056852111627	20.193105127896064	4.342917729319894	13.804937672051908	True	True	Sgk3	ENSMUST00000168907.8	70	34	94	19	7	58	1958	333	1488	chr1	+	3779	1488	2291	1.8083107622465986	0.8746472984768892	1.9579500863838373	4.999447401505302	7.247077615951367	0.6940783353688551	3.7229927458018204	2.3740426672944133	1.5452412346560718	198	84	10.53075090955372	10.49576758172267	0.004755402473803056	0.4664818433560172	0.1717171717171717	0.16536424680484244	0.47474747474747475	0.36815390983914037	0.35353535353535354	True	True	11.884170519108435
ENSMUSG00000046101.17	ENSMUSG00000046101	5916	42	22	32	32	10	13	42.0	3.0812243758594877	22.0	4.230089162588476	32.0	2.5935543690044316	32.0	3.2824596536984547	10.0	0.9350896311464142	13.0	1.0052361202989262	-0.4448146017567737	0.23396262269789977	3.368701061763787	1.7943955122027204	12.530650179750014	False	False	Mcmdc2	ENSMUST00000052843.12	0	0	8	10	0	9	1688	97	1041	chr1	+	2826	1041	1785	0.0	0.0	1.0	0.4254848852344938	1.1245465266131431	0.4291261081666553	0.0	1.2494961406812704	0.07410173099829444	8	19	0.4254848852344938	2.3740426672944133	-2.235149208230811	0.6652351519484263	0.0	0.2854697717712818	1.0	0.04929507628029182	0.0	True	False	11.465056167831175
ENSMUSG00000099032.3	ENSMUSG00000099032	4193	141	54	130	125	38	25	141.0	10.344110404671136	54.0	10.382946126353533	130.0	10.536314624080504	125.0	12.82210802225959	38.0	3.553340598356374	25.0	1.9331463851902428	-0.005354615190664824	1.1263452516857932	11.247122924231208	3.50425464182098	12.034111146096592	False	False	Tcf24	ENSMUST00000185184.2	123	7	13	40	3	18	3248	447	498	chr1	-	4193	498	3695	0.372299274580182	0.3748488422043811	0.994630780581957	0.6914129385060525	2.2490930532262863	0.3369014852004742	6.541830110480341	4.997984562725081	1.302834488563067	143	61	7.605542323566576	7.621926458155749	-0.0030643158566159177	0.3775597224423182	0.04895104895104895	0.1278870850631337	0.09090909090909091	0.4945531924945481	0.8601398601398601	True	False	12.034111146096592
ENSMUSG00000025916.11	ENSMUSG00000025916	1523	0	0	2	1	0	0	0.0	0.0	0.0	0.0	2.0	0.16209714806277697	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	0.0	-0.37163223868958617	0.08822467074695123	-2.4094723593202705	10.573647187493322	False	False	Ppp1r42	ENSMUST00000027049.10	0	0	0	0	0	0	199	155	1071	chr1	-	1425	1071	354	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	10.477758266443889
ENSMUSG00000025917.10	ENSMUSG00000025917	3766	1058	866	1748	1563	680	1424	1058.0	77.61750927760329	866.0	166.51169158189185	1748.0	141.6729074068671	1563.0	160.3276387103339	680.0	63.58609491795617	1424.0	110.11201810043623	-1.1001780712738891	-0.6128903836512769	156.17074589969764	7.287903918876353	11.879200317947392	True	True	Cops5	ENSMUST00000027050.10	255	88	711	89	125	814	381	315	1002	chr1	-	1698	1002	696	4.680333737579431	15.61870175851588	0.3041175925988673	37.81496917521564	101.7089858514554	0.37241279694638696	13.562330716849488	11.120515652063306	1.2176205747137088	1054	1028	56.05763362964455	128.44820326203458	-1.1947553957899493	0.16055615330420367	0.08349146110056926	0.19661199343320754	0.674573055028463	0.6428318532625887	0.24193548387096775	True	True	10.73047013718422
ENSMUSG00000056763.17	ENSMUSG00000056763	17553	2278	435	1273	1093	407	604	2278.0	167.11974114780742	435.0	83.64039935118124	1273.0	103.17483474195755	1093.0	112.11651254663786	407.0	38.05814798765906	604.0	46.70481666619627	0.9977494717164993	-0.1748696220084871	99.64391554659223	6.640156933430515	14.099512191995222	True	True	Cspp1	ENSMUST00000071087.12	104	18	1849	51	4	347	626	138	3591	chr1	+	4355	3591	764	0.957340991777611	0.49979845627250813	1.762827130880821	98.34019409982237	43.35751608164008	2.2652052619595384	5.53130350804842	6.372430317474478	0.8700446712952387	1971	402	104.8288385996484	50.22974485538706	1.059928052854546	0.35990187736907747	0.0091324200913242	0.46246827730533	0.9381024860476915	0.17762984532559253	0.05276509386098427	True	False	12.088788238716907
ENSMUSG00000067851.12	ENSMUSG00000067851	11318	3462	520	1865	1486	402	352	3462.0	253.9809235529892	520.0	99.98392566118217	1865.0	151.15559056853954	1486.0	152.429220168622	402.0	37.590603172085856	352.0	27.21870110347862	1.3440777780688582	0.47641317289153867	134.52291213278124	7.0727801599552365	13.466458885531265	True	True	Arfgef1	ENSMUST00000088615.11	275	0	3132	109	1	497	1264	176	5538	chr1	-	6978	5538	1440	0.0	0.12494961406812703	0.44454399450409615	166.57733256930433	62.09995819185914	2.6797016817146253	14.626042929935723	13.619507933425846	1.0733652403128529	3407	607	181.20337549924002	75.8444157393531	1.255389994286191	0.10590404955193333	0.0	0.6383873434198195	0.9192838274141474	0.2557086070282472	0.08071617258585266	True	False	12.7688046164558
ENSMUSG00000042501.13	ENSMUSG00000042501	6840	95	5	15	18	1	0	95.0	6.969436088253603	5.0	0.96138390058829	15.0	1.2157286104708274	18.0	1.8463835552053809	1.0	0.09350896311464142	0.0	0.0	2.7356485685782546	1.5173344867407983	1.3411653554214995	0.5272358759431528	12.739991514684226	False	False	Cpa6	ENSMUST00000035577.7	0	0	0	0	0	0	400	218	1314	chr1	-	1932	1314	618	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	10.916625922211235
ENSMUSG00000048960.14	ENSMUSG00000048960	16609	888	168	1344	1496	30	39	888.0	65.14588680388631	168.0	32.30249905976655	1344.0	108.92928349818614	1496.0	153.45498881040277	30.0	2.8052688934392425	39.0	3.0157083608967787	1.0097818689300895	0.3931512101030043	98.22892378945181	6.619543947564678	14.019764452849738	True	True	Prex2	ENSMUST00000027056.12	109	0	316	20	1	75	5931	328	4794	chr1	+	11053	4794	6259	0.0	0.12494961406812703	0.44454399450409615	16.806652966762503	9.371221055109528	1.7850552603923984	5.797231561319977	2.4989922813625407	2.2690454310346433	425	96	22.60388452808248	11.995162950540195	0.9085089510115743	0.09881731622289337	0.0	0.39679845487128623	0.7435294117647059	0.5043842289058204	0.2564705882352941	True	False	13.432280897214161
ENSMUSG00000057715.14	ENSMUSG00000057715	9183	97	17	152	60	26	24	97.0	7.116161058532626	17.0	3.268705262000186	152.0	12.319383252771052	60.0	6.154611850684604	26.0	2.4312330409806773	24.0	1.8558205297826331	1.099037330350368	-0.6175349242792669	7.247566788485281	2.87726656785804	13.164906926675688	False	False	A830018L16Rik	ENSMUST00000048613.14	0	7	41	1	4	3	938	464	1377	chr1	+	2779	1377	1402	0.372299274580182	0.49979845627250813	0.7874299602491824	2.180610036826781	0.3748488422043811	4.802812672427613	0.0	0.12494961406812703	0.44454399450409615	48	8	2.5529093114069625	0.9995969125450163	1.2706005973230041	0.13048182295337007	0.14583333333333334	0.7958545958850599	0.8541666666666666	0.07366358116156987	0.0	True	False	11.44086916761087
ENSMUSG00000016918.16	ENSMUSG00000016918	11294	2554	625	923	905	1883	1936	2554.0	187.36778704631263	625.0	120.17298757353626	923.0	74.80783383097157	905.0	92.83206208115944	1883.0	176.07737754486982	1936.0	149.7028560691324	0.6403300555931464	0.5450233711480873	95.93762782855576	6.585527863696791	13.463396650280446	True	True	Sulf1	ENSMUST00000177608.8	1035	39	1342	184	23	460	2353	635	2610	chr1	+	5598	2610	2988	2.074238815518157	2.8738411235669217	0.7311213764205077	71.37508949808633	57.47682247133844	1.241386489045421	55.04710702721263	22.990728988535373	2.388279168431337	2416	667	128.4964353408171	83.34139258344074	0.6240155112669162	0.16765812472321068	0.016142384105960264	0.2846702852938877	0.5554635761589404	0.5476715899829017	0.4283940397350993	True	True	12.450953464712992
ENSMUSG00000025938.17	ENSMUSG00000025938	13137	380	79	160	110	38	29	380.0	27.87774435301441	79.0	15.189865629294982	160.0	12.96777184502216	110.0	11.283455059588439	38.0	3.553340598356374	29.0	2.2424498068206815	0.8717039248952037	0.44212346016592563	13.147030844635191	3.7275971288469343	13.681458050210274	False	False	Slco5a1	ENSMUST00000136197.8	13	0	59	4	6	17	2509	640	1974	chr1	-	5123	1974	3149	0.0	0.7496976844087622	0.11768891669933425	3.1379510286043915	2.1241434391581597	1.4558193377266886	0.6914129385060525	0.49979845627250813	1.3194647805937125	72	27	3.829363967110444	3.3736395798394296	0.17784773748151705	0.040680958748905656	0.0	0.5032260308353539	0.8194444444444444	0.4560930104157405	0.18055555555555555	True	False	12.323054760341646
ENSMUSG00000042414.8	ENSMUSG00000042414	2564	227	157	702	414	121	143	227.0	16.653284126669135	157.0	30.187454478472308	702.0	56.89609897003472	414.0	42.466821769723765	121.0	11.314584536871612	143.0	11.057597323288189	-0.8542763982192709	-0.3882818438473891	43.18345840607693	5.43574387191624	11.324743110494417	True	True	Prdm14	ENSMUST00000047577.7	121	8	98	36	10	124	806	75	1683	chr1	-	2564	1683	881	0.4254848852344938	1.2494961406812704	0.38939339609316076	5.212189844122548	15.49375214444775	0.3406614261221271	6.435458889171718	4.4981861064525726	1.4213123909883936	227	170	12.073133618528761	21.241434391581596	-0.8099565495791927	0.18099810841371913	0.03524229074889868	0.15834648033649049	0.43171806167400884	0.6606554112497903	0.5330396475770925	True	True	11.324743110494417
ENSMUSG00000005886.15	ENSMUSG00000005886	15642	687	517	2380	1088	671	718	687.0	50.40002729084447	517.0	99.40709532082919	2380.0	192.89560619470458	1088.0	111.60362822574747	671.0	62.7445142499244	718.0	55.51996418266378	-0.9785152327062189	-0.6127079560153645	134.63544324709375	7.073985603089017	13.933229597442672	True	True	Ncoa2	ENSMUST00000006037.13	0	6	357	28	27	376	289	222	4386	chr1	-	4897	4386	511	0.3191136639258703	3.3736395798394296	0.12065548376358726	18.987263003589284	46.98105488961576	0.40541281516186223	0.0	3.4985891939075566	0.027788667894990873	363	431	19.306376667515156	53.85328366336275	-1.475179986594122	0.21784592591881866	0.01652892561983471	0.7319810699308157	0.9834710743801653	0.05017300415036562	0.0	True	True	12.257977058563979
ENSMUSG00000025935.11	ENSMUSG00000025935	3162	1887	378	904	825	1191	988	1887.0	138.4350094582584	378.0	72.68062288447473	904.0	73.2679109243752	825.0	84.62591294691329	1191.0	111.36917506953793	988.0	76.3979451427184	0.9286243052057739	0.7508059826157715	76.85814891858774	6.266002193136547	11.627077840517394	True	True	Tram1	ENSMUST00000027068.11	716	27	1086	141	44	281	1628	188	1122	chr1	-	2938	1122	1816	1.4360114876664165	5.497783018997589	0.2743963962971674	57.75957317058253	35.11084155314369	1.6432317609692777	38.080897228487196	17.61789558360591	2.1549340918238267	1829	466	97.27648188673614	58.226520155747195	0.7394213749900634	0.06737684521788759	0.014762165117550574	0.40348843319370814	0.5937670858392564	0.5291347215884044	0.391470749043193	True	True	11.521109643651332
