candidate_rank	Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip	candidate_rule	symbol_keyword_category
36	ENSMUSG00000031835.17	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	120234895;120234895;120234895;120234895;120236993;120236993;120236993;120236993;120237004;120240389;120240613;120240613;120240613;120240613;120240613;120242317;120242317;120242317;120242317;120242317;120242317;120242547;120244878;120244878;120244878;120247011;120247011;120247011;120247011;120247737;120247737;120247737;120247737;120248155;120248494;120248494;120248494;120248494;120249218;120249218;120249218;120249218;120249218;120251166;120251166;120251166;120251166;120251166;120252107;120252107;120252107;120252107;120252107;120255663;120255663;120255663;120255663;120257788;120257788;120257788;120257788;120260060;120260060;120260060;120260060;120262014;120262014;120262014;120262014;120264650;120264866;120264866;120264866;120264866;120265583;120265583;120265583;120265583;120265583;120268324;120268324;120268324;120268814;120268814;120268814;120268814;120269464;120269464;120269464;120269464;120272723;120272723;120272723;120272723;120273828;120274139;120274139;120274139;120274139;120276297;120285129;120285385;120285385;120285385;120285385	120235714;120235714;120235714;120235714;120237123;120237123;120237123;120237123;120237123;120240739;120240739;120240739;120240739;120240739;120240739;120242394;120242448;120242448;120245018;120242448;120242448;120242582;120245018;120245018;120245018;120247088;120247088;120247088;120247088;120247861;120247861;120247861;120247861;120248650;120248650;120248650;120248650;120248650;120249333;120249333;120249333;120249333;120249333;120251338;120251338;120251338;120251338;120251338;120252136;120252295;120252295;120252295;120252295;120255807;120255807;120255807;120255807;120257949;120257949;120257949;120257949;120260211;120260211;120260211;120260211;120262116;120262116;120262116;120262116;120264933;120264933;120264933;120264933;120264933;120265705;120265699;120265699;120265699;120268433;120268433;120268433;120268433;120268924;120268924;120268924;120268924;120269667;120269667;120269667;120269667;120272980;120272980;120272980;120272980;120274624;120274624;120274624;120274624;120274624;120276445;120285180;120285474;120285474;120285466;120285444	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10539	6386	1153	2751	1946	1755	906	Mbtps1	protein_coding	468.49283	221.69513	222.96463	199.61458	164.10823	70.057225	1.0791072	0.15952211	1.2268628	1.0673407	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
37	ENSMUSG00000073725.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	24717711;24717741;24717820;24718007;24724478;24724478;24724478;24724478;24732022;24732022;24732022;24743902;24743902;24743902;24745058;24745058;24745058;24746006;24750593;24750593;24753990;24753990;24767627;24767627;24767708;24767723;24770828;24770828;24770828;24770828;24782964;24782964;24782964;24783337;24783337;24783947;24783947;24783947;24783954;24785886;24785886;24785886;24787881;24787881;24787881;24801273;24801273;24801273;24801704;24801704	24717897;24717897;24717897;24718115;24724654;24724654;24724654;24724654;24732082;24732082;24732082;24743999;24743999;24743999;24745125;24745125;24745125;24746132;24750681;24750681;24754063;24754063;24767752;24767752;24767752;24767752;24770980;24770980;24770975;24770980;24783439;24783028;24783028;24783439;24783439;24784029;24784051;24784051;24784051;24786035;24786035;24786035;24787959;24787959;24787959;24801474;24801364;24801364;24805382;24804529	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5960	562	102	264	225	801	498	Lmbrd1	protein_coding	41.229717	19.612232	21.396824	23.079794	74.900679	38.508276	1.0680884	-0.10874428	0.95799353	1.0667378	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
38	ENSMUSG00000060227.16	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	121697451;121697451;121697610;121697611;121697611;121697611;121698186;121729279;121729279;121729279;121729279;121729279;121729279;121729279;121729288;121731663;121731663;121731663;121731663;121731663;121731663;121731663;121733543;121733543;121733543;121733543;121733543;121733543;121733543;121736411;121736411;121736411;121736411;121736411;121736411;121736411;121737179;121737179;121737179;121737179;121737179;121737179;121741280;121741280;121741280;121741280;121742352;121742352;121742352;121742352;121742352;121742352;121756042;121756042;121756042;121763959;121763959;121763959;121763959;121763959;121763959	121698012;121698012;121698012;121698012;121698012;121698012;121698337;121729333;121729333;121729333;121730689;121729333;121729333;121729333;121729333;121731765;121731765;121731765;121731765;121731765;121731765;121731765;121733633;121733633;121733633;121733633;121733633;121733633;121733633;121736552;121736552;121736552;121736552;121736687;121736552;121736552;121737259;121737259;121737259;121737259;121737259;121737259;121741378;121741378;121741378;121741378;121742522;121742522;121742522;121742522;121742522;121742522;121756209;121756209;121756209;121764143;121764178;121766347;121766388;121766701;121766686	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5858	1499	188	479	453	295	204	Golm2	protein_coding	109.97037	36.148035	38.822267	46.467319	27.585144	15.774475	1.6024514	-0.2587221	0.8024032	1.0611253	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
39	ENSMUSG00000021360.17	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	41013230;41040669;41071077;41071126;41100208;41106891;41107052;41107052;41107052;41107052;41107052;41111628;41111628;41111628;41111628	41014749;41041761;41072277;41072277;41100297;41107147;41107296;41107265;41107147;41107147;41107147;41111704;41114368;41114363;41114367	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7051	1142	213	725	562	716	410	Gcnt2	protein_coding	83.779958	40.954954	58.760216	57.648198	66.952418	31.703601	1.0307698	0.02751692	1.0760992	1.0485823	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
40	ENSMUSG00000027204.14	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	125142514;125142547;125145006;125145006;125148190;125148190;125150390;125150390;125151301;125151301;125151677;125151677;125154420;125154420;125154759;125154759;125156514;125156514;125157279;125157279;125158887;125158887;125159332;125159332;125160917;125160917;125162783;125162783;125163116;125163116;125163536;125163536;125166746;125166746;125170013;125170013;125170911;125170911;125172453;125172453;125174178;125174178;125177285;125177285;125180353;125180353;125183176;125183176;125183923;125183923;125184720;125184720;125185725;125185725;125185945;125185945;125187775;125187775;125188250;125188250;125190027;125190027;125192166;125192166;125193602;125193602;125193873;125193873;125200726;125200726;125202028;125202028;125203104;125203104;125204382;125204382;125204595;125204595;125205532;125205532;125205782;125205782;125207404;125207404;125209503;125209503;125211254;125211254;125211714;125211714;125212066;125212066;125212696;125212696;125214311;125214311;125215831;125215831;125219707;125219707;125220927;125220927;125223905;125223905;125225531;125225531;125229186;125229186;125231091;125231091;125231676;125231800;125231800;125236532;125236532;125236532;125239698;125239698;125239698;125245024;125245024;125245024;125254526;125254526;125254526;125308523;125308523;125308523;125310463;125310463;125310463;125319417;125319417;125319417;125321110;125321110;125321110;125347360;125347360;125347360;125348259	125143895;125143895;125145180;125145180;125148421;125148421;125150509;125150509;125151429;125151429;125151793;125151793;125154542;125154542;125154884;125154884;125156720;125156720;125157404;125157404;125159018;125159018;125159454;125159454;125161036;125161036;125162899;125162899;125163181;125163181;125163685;125163685;125166871;125166871;125170132;125170132;125171039;125171039;125172569;125172569;125174303;125174303;125177407;125177407;125180478;125180478;125183247;125183247;125184081;125184081;125184842;125184842;125185850;125185850;125186013;125186013;125187939;125187939;125188372;125188372;125190149;125190149;125192291;125192291;125193724;125193724;125193995;125193995;125200851;125200851;125202153;125202153;125203226;125203226;125204507;125204507;125204720;125204720;125205660;125205660;125205907;125205907;125207631;125207631;125209628;125209628;125211304;125211304;125211851;125211851;125212185;125212185;125212821;125212821;125214436;125214436;125215884;125215884;125219859;125219859;125221049;125221049;125224027;125224027;125225656;125225656;125229305;125229305;125231231;125231231;125231985;125231985;125231985;125236690;125236690;125236690;125239823;125239823;125239823;125245149;125245149;125245149;125254723;125254723;125254723;125308618;125308618;125308618;125310558;125310558;125310558;125319515;125319515;125319515;125321192;125321192;125321192;125347992;125349913;125347709;125348305	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12128	256	35	87	87	143	105	Fbn1	protein_coding	18.780796	6.7296873	7.0512259	8.9241872	13.371782	8.1192148	1.4670282	-0.33560641	0.71286818	1.0484746	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
41	ENSMUSG00000027775.10	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	67490074;67491977;67492079;67492931;67492931;67494634;67494634;67495251;67495251;67497164;67497164;67499903;67499903;67501632;67501632;67502101;67502101;67503502;67503502;67503927;67505361;67507273;67507926;67508655;67510028	67490310;67492029;67492109;67493043;67493043;67494676;67494676;67495318;67495318;67497272;67497272;67500005;67500005;67501730;67501730;67502212;67502212;67503541;67503558;67504083;67505458;67507385;67507973;67508712;67511570	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3042	5499	485	788	836	1142	897	Mfsd1	protein_coding	403.42031	93.254238	63.866276	85.754258	106.78724	69.361292	2.1118538	-0.42457819	0.62180842	1.0463866	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
42	ENSMUSG00000026623.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	191449946;191449946;191450139;191450501;191450541;191450633;191451466;191451466;191451466;191451470;191451470;191481652;191481652;191481652;191488044;191488044;191488044;191492086;191492086;191492086;191495657;191495657;191508435;191508435;191510495;191510495	191450317;191450317;191450317;191450709;191450709;191450709;191451730;191451510;191451730;191451730;191451898;191481770;191481770;191481770;191488139;191488139;191488139;191492296;191492359;191492359;191495783;191495783;191508541;191508541;191512089;191516367	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7610	3357	281	1067	735	288	148	Lpgat1	protein_coding	246.27786	54.029775	86.478828	75.393995	26.930581	11.444227	2.1863783	0.19765238	1.227421	1.0297686	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
43	ENSMUSG00000054693.15	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	70586279;70586279;70586298;70610569;70610569;70625940;70625940;70629895;70629895;70647357;70647357;70647357;70651133;70651133;70651133;70653516;70653516;70653516;70655365;70655365;70655365;70661444;70661444;70668865;70668865;70673234;70673234;70674154;70674180;70675091;70675091;70676074;70676074;70683335;70683655;70683655;70685282;70685282;70685282	70586541;70586541;70586541;70610719;70610719;70626058;70626058;70630053;70630053;70647457;70647457;70647457;70651285;70651285;70651285;70653608;70653608;70653608;70655396;70655548;70655548;70661607;70661607;70669048;70669048;70673384;70673384;70674337;70674337;70675199;70675199;70676294;70676294;70683781;70683781;70683781;70685660;70687511;70685664	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4913	2705	167	753	647	1234	798	Adam10	protein_coding	198.44552	32.110222	61.029576	66.367231	115.39006	61.706033	2.6238793	-0.12077269	0.90194913	1.0227218	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
44	ENSMUSG00000045005.10	chr1;chr1;chr1;chr1	64769717;64773628;64776292;64776399	64776012;64776012;64776910;64776908	-;-;-;-	6915	8422	1139	2893	1762	2597	1195	Fzd5	protein_coding	617.85885	219.00325	234.47352	180.74043	242.84278	92.404397	1.4958999	0.3753229	1.3930227	1.0176998	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
45	ENSMUSG00000022533.15	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	30131241;30131241;30134376;30134378;30140624;30140624;30141690;30141690;30141690;30141690;30147774;30147774;30147774;30147774;30151017;30151017;30151017;30151017;30152542;30152577;30152577;30152577;30155008;30155008;30156320;30156320;30157250;30157250;30157445;30157445;30158431;30158431;30158594;30158594;30159041;30159041;30159971;30159971;30162252;30162252;30162461;30162461;30162708;30162708;30163340;30163340;30166444;30166444;30166868;30166868;30168503;30168503;30169781;30169781;30170047;30170047;30171086;30171086;30172987;30173050;30173050;30174571;30174571;30174571;30176023;30176023;30176025;30178487;30178487;30180238;30180238;30180469;30180632;30180632;30181394;30181394;30181394;30181397;30185653;30185653;30185653;30185653;30204711;30206425;30206425;30206425;30206425;30207166;30207166;30207166;30207166;30221567;30224573	30134719;30134719;30134719;30134719;30140713;30140713;30141770;30141770;30141770;30141770;30147862;30147862;30147862;30147862;30151204;30151204;30151204;30151204;30152666;30152708;30152745;30152745;30155080;30155080;30156416;30156416;30157359;30157359;30157487;30157487;30158510;30158510;30158716;30158716;30159216;30159216;30160095;30160095;30162372;30162372;30162614;30162614;30162725;30162725;30163456;30163456;30166594;30166594;30166929;30166929;30168691;30168691;30169938;30169938;30170226;30170226;30171217;30171217;30173122;30173122;30173122;30174707;30174705;30174705;30176092;30176092;30176061;30178567;30178567;30180308;30180308;30180802;30180802;30180802;30181567;30181567;30181567;30181567;30185753;30185753;30185753;30185753;30206470;30206470;30206470;30206470;30206470;30207655;30207303;30207348;30207348;30221689;30224793	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9938	13788	1179	2395	2621	656	545	Atp13a3	protein_coding	1011.5219	226.69432	194.11133	268.85396	61.34188	42.142591	2.1572138	-0.46973183	0.54052402	1.0102559	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	transporter_or_channel_symbol
46	ENSMUSG00000021248.10	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	85387388;85389562;85390139;85390999;85390999;85390999;85397577;85397577;85397577;85401569;85401569;85419104;85420609;85421215	85390323;85390323;85390323;85391125;85391125;85391125;85397650;85397650;85397694;85401680;85401680;85421464;85420729;85421621	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5811	2289	461	807	807	676	513	Tmed10	protein_coding	167.92673	88.639596	65.406199	82.779529	63.212059	39.668164	0.92104086	-0.33938437	0.67086636	1.0102507	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
47	ENSMUSG00000036676.15	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	100279764;100284040;100284686;100286101;100286101;100287244;100287244;100292910;100292910;100294777;100294777;100296822;100296822;100301883;100301883;100307191;100307191;100307777;100307777;100310237;100310237;100311283;100312419;100312419;100312502;100313667;100313667;100313667;100313838;100320913;100320913;100323024;100323024;100323024;100323024;100323024	100283605;100284912;100284912;100286270;100286270;100287347;100287347;100293021;100293021;100294897;100294897;100296970;100296970;100302135;100302135;100307363;100307363;100307892;100307892;100310336;100310336;100313884;100312637;100312637;100312637;100313884;100313884;100313884;100313884;100321047;100320987;100323188;100323129;100323201;100323209;100323212	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8939	2532	199	632	521	664	416	Tmtc3	protein_coding	185.75381	38.263079	51.222699	53.442546	62.089952	32.167556	2.2763779	-0.061088712	0.94659719	1.0076859	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
48	ENSMUSG00000050088.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	15163446;15163492;15163531;15163533;15163764;15163829;15163834;15169130;15172828;15179037;15179450	15163581;15163581;15163581;15163581;15166196;15166198;15165248;15169168;15173027;15179137;15179832	+;+;+;+;+;+;+;+;+;+;+	3294	521	128	313	306	244	181	1600012H06Rik	protein_coding	38.221855	24.611428	25.368204	31.38852	22.816187	13.99598	0.63298901	-0.30612876	0.70108325	1.007212	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
49	ENSMUSG00000015189.13	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	4600839;4600949;4601146;4601203;4605660;4607983;4607983;4607983;4607983;4608634;4608634;4608634;4608634;4613235;4613235;4614649;4614649;4619289;4619289;4619289;4619761;4619761;4619761;4621072;4621072;4624052;4624052;4625466;4629962;4631008;4631127;4631519;4631519;4634002;4635746;4635746;4636969;4636969;4640915;4640915;4641852	4601301;4601301;4601301;4601301;4605735;4608079;4608079;4608079;4608079;4608748;4608754;4608754;4608754;4613279;4613279;4614711;4614711;4619333;4619333;4619333;4619884;4619884;4619884;4621132;4621286;4624266;4624474;4625555;4630081;4631164;4631164;4631598;4631598;4634103;4635886;4635886;4637046;4637046;4640973;4641007;4643355	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4037	440	31	116	115	144	108	Casd1	protein_coding	32.279493	5.9605802	9.4016346	11.796339	13.465291	8.3511924	2.4175526	-0.32427008	0.68269315	1.0069632	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
50	ENSMUSG00000031703.9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	86444207;86449260;86450534;86452143;86452795;86452795;86457873;86459002;86462754;86462754;86464746;86464746;86465416;86466857;86466857;86490864;86493587;86502769;86507145;86537174;86557812;86561650;86562975;86565557;86567163	86445556;86449377;86452225;86452225;86452919;86454339;86459080;86459080;86462797;86462797;86464854;86464854;86468156;86469147;86467007;86491036;86493681;86502850;86507206;86537268;86557886;86561707;86563120;86565629;86567550	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11045	992	111	298	228	585	341	Itfg1	protein_coding	72.775585	21.342723	24.152475	23.387525	54.702743	26.368117	1.7649475	0.046237288	1.0499926	1.0037553	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
51	ENSMUSG00000040297.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	161643683;161647964;161647972;161655226;161655685;161655725;161656805;161656805;161660985;161661605;161662715;161665288;161666323;161666346;161671571;161671571;161671571;161672358;161672358;161672417;161672872;161672872;161673129;161674774;161674774;161676211;161676211;161679844;161679844;161680380;161680380;161680398;161681284;161681284;161681284;161684390;161684390;161684913;161684913;161686919;161689761;161691483;161703880	161646378;161648019;161650294;161655317;161655879;161655879;161656839;161656909;161661072;161662762;161662762;161665378;161666391;161666391;161671922;161671636;161671636;161672362;161672449;161672449;161672927;161672927;161673149;161674879;161674879;161676318;161676318;161679911;161679911;161680516;161680516;161680504;161681407;161681312;161681407;161684540;161684540;161685021;161685050;161687073;161689871;161691594;161704251	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8928	3331	356	1146	873	1599	932	Suco	protein_coding	244.37044	68.450534	92.881666	89.549602	149.52083	72.067697	1.8344202	0.052649088	1.0518859	0.99923684	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
52	ENSMUSG00000019810.16	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	13375284;13375288;13376745;13376745;13376747;13376828;13378815;13378815;13378815;13378815;13381483;13381483;13381483;13381781;13382450;13382450;13382979;13382979;13382979;13388362;13388362;13388362;13390451;13390451;13390499;13390861	13375331;13375331;13377117;13377117;13376921;13377117;13379002;13379002;13379002;13379002;13381822;13381624;13381822;13381822;13382660;13382660;13383169;13383169;13383169;13388842;13388470;13388470;13394779;13390618;13391242;13391287	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6161	417	55	196	178	258	179	Fuca2	protein_coding	30.592156	10.575223	15.885521	18.258682	24.125312	13.841328	1.5236038	-0.19969675	0.79714727	0.99684402	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
