gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible
ENSMUSG00000103922.2	ENSMUSG00000103922	1069	183	95	93	100	42	75	183.0	13.425334780530623	95.0	18.266294111177512	93.0	7.53751738491913	100.0	10.25768641780767	42.0	3.9273764508149402	75.0	5.799439155570729	-0.44139624944346206	-0.11121135392369617	12.02049930463477	3.599377226823883	10.06339508128851	True	True
ENSMUSG00000033845.14	ENSMUSG00000033845	8487	4014	1355	3022	2563	1859	3191	4014.0	294.47701534999953	1355.0	260.5350370594266	3022.0	244.928790722856	2563.0	262.9045028884106	1859.0	173.8331624301184	3191.0	246.7468046056826	0.17661382928511205	-0.40294671872608673	256.122776890231	8.001254919341843	13.051208940914766	True	True
ENSMUSG00000102275.2	ENSMUSG00000102275	1150	24	25	42	22	0	1	24.0	1.7606996433482787	25.0	4.80691950294145	42.0	3.404040109318317	22.0	2.2566910119176877	0.0	0.0	1.0	0.07732585540760971	-1.3989724120618108	-1.3986595782279436	3.489216874725818	1.8436690991468554	10.16867211813223	False	False
ENSMUSG00000025903.15	ENSMUSG00000025903	7145	2045	574	1219	1236	33	44	2045.0	150.02628211030122	574.0	110.3668717875357	1219.0	98.79821174426257	1236.0	126.78500412410283	33.0	3.085795782783167	44.0	3.4023376379348274	0.44256278619029843	0.22284085294659106	111.98336255196703	6.808428332814183	12.80292019858527	True	True
ENSMUSG00000104217.2	ENSMUSG00000104217	825	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	9.689997971419446	False	False
ENSMUSG00000033813.16	ENSMUSG00000033813	3017	1658	762	2130	2225	328	609	1658.0	121.63500036131023	762.0	146.5149064496554	2130.0	172.63346268685748	2225.0	228.2335227962207	328.0	30.670939901602384	609.0	47.09144594323432	-0.2682877699664199	-0.21436177535798792	182.4606306442445	7.512231870222068	11.559377090526683	True	True
ENSMUSG00000062588.5	ENSMUSG00000062588	603	53	3	0	0	0	0	53.0	3.888211712394115	3.0	0.5768303403529741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.558875849695402	0.0	0.19227678011765803	-1.774592875869087	9.238404739325079	False	False
ENSMUSG00000103280.2	ENSMUSG00000103280	1111	3	1	0	1	0	0	3.0	0.22008745541853483	1.0	0.192276780117658	0.0	0.0	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	0.13113091815854694	1.0184694167773019	0.09828454809857823	-2.3343558391568613	10.118941072723507	False	False
ENSMUSG00000002459.18	ENSMUSG00000002459	4239	5	1	1	8	3	2	5.0	0.36681242569755806	1.0	0.192276780117658	1.0	0.08104857403138849	8.0	0.8206149134246137	3.0	0.2805268893439243	2.0	0.15465171081521942	0.6755077444555615	2.925693993098256	0.3646467558578867	-1.1057937598316154	12.049848549450562	False	False
ENSMUSG00000091305.2	ENSMUSG00000091305	272	0	0	0	0	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.4675448155732071	0.0	0.0	0.0	2.5047343177822987	0.0	-3.321928094887362	8.092757140919852	False	False
ENSMUSG00000102653.2	ENSMUSG00000102653	2135	4	1	0	0	1	1	4.0	0.2934499405580464	1.0	0.192276780117658	0.0	0.0	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	0.42884487134512683	0.12599748483730674	0.06409226003921933	-2.607420903972246	11.060695931687555	False	False
ENSMUSG00000085623.2	ENSMUSG00000085623	3725	5	6	9	14	2	2	5.0	0.36681242569755806	6.0	1.1536606807059482	9.0	0.7294371662824963	14.0	1.436076098493074	2.0	0.18701792622928284	2.0	0.15465171081521942	-1.425232048527812	1.0616605267728998	1.106391315160506	0.2706979477610178	11.863411958941638	False	False
ENSMUSG00000091665.2	ENSMUSG00000091665	1588	19	0	0	0	0	1	19.0	1.3938872176507204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07732585540760971	3.90099932957553	-0.8264029070701772	0.0	-3.321928094887362	10.63390340934852	False	False
ENSMUSG00000033793.13	ENSMUSG00000033793	9746	1111	474	1260	1031	603	1128	1111.0	81.50572098999739	474.0	91.1391937757699	1260.0	102.1212032795495	1031.0	105.7567469675971	603.0	56.38590475812878	1128.0	87.22356489978375	-0.16098340225609797	-0.5780613734196196	99.67238134097217	6.640568603668047	13.250742529050639	True	True
ENSMUSG00000104352.2	ENSMUSG00000104352	732	0	23	0	0	0	0	0.0	0.0	23.0	4.422365942706134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.499005832303347	0.0	1.4741219809020445	0.6545473416228905	9.517669388133811	False	False
ENSMUSG00000104046.2	ENSMUSG00000104046	2279	255	50	195	211	6	6	255.0	18.707433710575458	50.0	9.6138390058829	195.0	15.804471936120757	211.0	21.64371834157419	6.0	0.5610537786878486	6.0	0.4639551324456583	0.9531895244964207	0.680353457155024	15.687343094525948	3.9806964904758546	11.154818109052105	False	False
ENSMUSG00000102907.2	ENSMUSG00000102907	2032	11	0	3	0	0	0	11.0	0.8069873365346277	0.0	0.0	3.0	0.2431457220941655	0.0	0.0	0.0	0.0	0.0	0.0	3.18108240781418	-1.7788213691008379	0.0810485740313885	-2.4655512809340605	10.989394499844732	False	False
ENSMUSG00000025905.15	ENSMUSG00000025905	9151	49	1	20	20	8	7	49.0	3.594761771836069	1.0	0.192276780117658	20.0	1.62097148062777	20.0	2.0515372835615344	8.0	0.7480717049171314	7.0	0.5412809878532681	3.660074222197054	0.7253742655241325	1.288261848102321	0.47327970864386715	13.159871336778389	False	False
ENSMUSG00000103936.2	ENSMUSG00000103936	394	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07732585540760971	0.0	-0.8264029070701772	0.0	-3.321928094887362	8.625708843064466	False	False
ENSMUSG00002076544.1	ENSMUSG00002076544	101	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	6.672425341971495	False	False
ENSMUSG00000103519.2	ENSMUSG00000103519	1799	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	10.813781191217037	False	False
ENSMUSG00000033774.5	ENSMUSG00000033774	3692	0	1	2	1	1	0	0.0	0.0	1.0	0.192276780117658	2.0	0.16209714806277697	1.0	0.10257686417807671	1.0	0.09350896311464142	0.0	0.0	-1.5473352190182752	0.5807681532178974	0.15231693078617056	-1.9866910786574858	11.850577547205614	False	False
ENSMUSG00000103090.2	ENSMUSG00000103090	1083	0	1	0	0	0	0	0.0	0.0	1.0	0.192276780117658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5473352190182752	0.0	0.06409226003921933	-2.607420903972246	10.08214904135387	False	False
ENSMUSG00000025907.15	ENSMUSG00000025907	14690	1520	280	694	903	132	251	1520.0	111.51097741205764	280.0	53.837498432944244	694.0	56.24771037778361	903.0	92.62690835280327	132.0	12.343183131132667	251.0	19.40878970731004	1.049118411820138	0.069862379676356	67.57070572117705	6.080459529025701	13.842644981429922	True	True
ENSMUSG00000090031.3	ENSMUSG00000090031	5428	13	5	18	18	0	1	13.0	0.9537123068136508	5.0	0.96138390058829	18.0	1.4588743325649927	18.0	1.8463835552053809	0.0	0.0	1.0	0.07732585540760971	-0.010465546475337683	-0.5061115018027841	1.422213929452888	0.6061711270886592	12.406470768529283	False	False
ENSMUSG00000087247.4	ENSMUSG00000087247	971	0	0	1	0	1	1	0.0	0.0	0.0	0.0	1.0	0.08104857403138849	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	0.0	-0.7303793291159949	0.027016191343796164	-2.9769156791301907	9.92481250360578	False	False
ENSMUSG00000103355.2	ENSMUSG00000103355	639	0	1	0	0	0	0	0.0	0.0	1.0	0.192276780117658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5473352190182752	0.0	0.06409226003921933	-2.607420903972246	9.321928094887362	False	False
ENSMUSG00000102706.2	ENSMUSG00000102706	473	10	5	1	0	0	0	10.0	0.7336248513951161	5.0	0.96138390058829	1.0	0.08104857403138849	0.0	0.0	0.0	0.0	0.0	0.0	-0.348476378860428	-0.8563768139533017	0.3474774915398928	-1.1601129793494973	8.888743248898258	False	False
ENSMUSG00000103845.2	ENSMUSG00000103845	4530	9	13	6	0	1	1	9.0	0.6602623662556044	13.0	2.499598141529554	6.0	0.486291444188331	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	-1.7737193385926715	-2.425620518652785	0.9952965285726284	0.1313215021433481	12.14561377551339	False	False
ENSMUSG00000033740.18	ENSMUSG00000033740	6464	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	12.658434654697617	False	False
ENSMUSG00000103329.3	ENSMUSG00000103329	2915	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	11.509775004326936	False	False
ENSMUSG00000104385.2	ENSMUSG00000104385	663	13	0	0	0	0	0	13.0	0.9537123068136508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.397409119178667	0.0	0.0	-3.321928094887362	9.375039431346925	False	False
ENSMUSG00000102135.2	ENSMUSG00000102135	626	25	80	9	0	0	5	25.0	1.8340621284877903	80.0	15.38214240941264	9.0	0.7294371662824963	0.0	0.0	0.0	0.0	5.0	0.38662927703804856	-3.0008990797357504	-5.334955814104023	5.370526525231713	2.451679695683999	9.29232163280204	False	False
ENSMUSG00000103282.2	ENSMUSG00000103282	30	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	4.954196310386875	False	False
ENSMUSG00000102534.2	ENSMUSG00000102534	325	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07732585540760971	0.0	-0.8264029070701772	0.0	-3.321928094887362	8.348728154231077	False	False
ENSMUSG00000102213.2	ENSMUSG00000102213	159	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07732585540760971	0.0	-0.8264029070701772	0.0	-3.321928094887362	7.321928094887363	False	False
ENSMUSG00000103629.2	ENSMUSG00000103629	641	16	0	0	0	0	0	16.0	1.1737997622321856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6710666026706185	0.0	0.0	-3.321928094887362	9.326429487122303	False	False
ENSMUSG00000051285.18	ENSMUSG00000051285	6654	3508	529	2360	1775	208	138	3508.0	257.3555978694067	529.0	101.7144166822411	2360.0	191.27463471407683	1775.0	182.07393391608616	208.0	19.449864327845418	138.0	10.670968046250142	1.338381780957007	0.7889276009549322	158.354328437468	7.307923259592556	12.700222950799255	True	True
ENSMUSG00000098201.2	ENSMUSG00000098201	388	14	12	116	136	1	4	14.0	1.0270747919531624	12.0	2.3073213614118964	116.0	9.401634587641064	136.0	13.950453528218434	1.0	0.09350896311464142	4.0	0.30930342163043884	-1.094845489878413	-0.5164012660331506	8.553136492423798	3.1132231595563393	8.603626344986193	False	False
ENSMUSG00000103509.2	ENSMUSG00000103509	4028	167	156	279	276	0	1	167.0	12.251535018298437	156.0	29.995177698354652	279.0	22.612552154757388	276.0	28.311214513149174	0.0	0.0	1.0	0.07732585540760971	-1.2848419876910215	-0.5034322296956983	26.972981455420406	4.758781870290091	11.9762060901486	False	False
ENSMUSG00000048538.8	ENSMUSG00000048538	1299	30	133	26	14	6	17	30.0	2.200874554185348	133.0	25.572811755648516	26.0	2.107262924816101	14.0	1.436076098493074	6.0	0.5610537786878486	17.0	1.3145395419293653	-3.4799870786750655	-1.6205017578392642	9.705383592985898	3.293574070690091	10.344295907915816	False	False
ENSMUSG00000103709.2	ENSMUSG00000103709	178	0	18	0	0	0	0	0.0	0.0	18.0	3.4609820421178443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.154203255156477	0.0	1.1536606807059482	0.3261469171142867	7.483815777264256	False	False
ENSMUSG00000077244.3	ENSMUSG00000077244	130	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	7.03342300153745	False	False
ENSMUSG00000102768.2	ENSMUSG00000102768	1012	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	9.984418458801137	False	False
ENSMUSG00000097797.7	ENSMUSG00000097797	4339	59	11	47	74	3	10	59.0	4.328386623231184	11.0	2.115044581294238	47.0	3.809282979475259	74.0	7.590687949177677	3.0	0.2805268893439243	10.0	0.7732585540760971	0.9994454474613209	-0.22220183044899905	4.505005169982391	2.2032027760134123	12.083479327331842	False	False
ENSMUSG00000103498.2	ENSMUSG00000103498	1124	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.09350896311464142	0.0	0.0	0.0	0.9524003919074838	0.0	-3.321928094887362	10.1357092861044	False	False
ENSMUSG00000103067.2	ENSMUSG00000103067	2596	25	13	17	18	10	13	25.0	1.8340621284877903	13.0	2.499598141529554	17.0	1.3778257585336042	18.0	1.8463835552053809	10.0	0.9350896311464142	13.0	1.0052361202989262	-0.42665448199630895	0.3027209392227903	1.9079358184228463	1.005713155781263	11.342630298678408	False	False
ENSMUSG00000102320.2	ENSMUSG00000102320	286	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.164906926675688	False	False
ENSMUSG00000104226.2	ENSMUSG00000104226	2095	4	0	0	0	0	0	4.0	0.2934499405580464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9761800903634021	0.0	0.0	-3.321928094887362	11.03342300153745	False	False
ENSMUSG00000103903.2	ENSMUSG00000103903	881	5	135	9	4	0	1	5.0	0.36681242569755806	135.0	25.95736531588383	9.0	0.7294371662824963	4.0	0.41030745671230684	0.0	0.0	1.0	0.07732585540760971	-5.802704445361738	-1.5271688787226756	9.032369979626212	3.1909893086383434	9.784634845557521	False	False
ENSMUSG00000103557.2	ENSMUSG00000103557	1214	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	10.246740598493144	False	False
ENSMUSG00000025909.17	ENSMUSG00000025909	10908	28	0	4	1	0	1	28.0	2.054149583906325	0.0	0.0	4.0	0.32419429612555395	1.0	0.10257686417807671	0.0	0.0	1.0	0.07732585540760971	4.429046528830289	-1.8926587122770864	0.14225705343454356	-2.0453894238521793	13.41323123912454	False	False
ENSMUSG00000102647.2	ENSMUSG00000102647	2532	3	2	7	4	0	0	3.0	0.22008745541853483	2.0	0.384553560235316	7.0	0.5673400182197195	4.0	0.41030745671230684	0.0	0.0	0.0	0.0	-0.5981900058941503	-0.3870552973760439	0.45406701172244746	-0.8518676210802559	11.306631361712501	False	False
ENSMUSG00000086235.2	ENSMUSG00000086235	400	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.64745842645492	False	False
ENSMUSG00000102253.2	ENSMUSG00000102253	3534	0	1	0	0	0	0	0.0	0.0	1.0	0.192276780117658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5473352190182752	0.0	0.06409226003921933	-2.607420903972246	11.787494499696761	False	False
ENSMUSG00002074990.1	ENSMUSG00002074990	110	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	6.794415866350106	False	False
ENSMUSG00000103884.2	ENSMUSG00000103884	1164	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	10.186114239541643	False	False
ENSMUSG00000084353.2	ENSMUSG00000084353	240	10	14	6	2	3	9	10.0	0.7336248513951161	14.0	2.6918749216472118	6.0	0.486291444188331	2.0	0.20515372835615342	3.0	0.2805268893439243	9.0	0.6959326986684874	-1.7437641171336917	-2.0067298296317104	1.1277733647305654	0.29604427752013396	7.912889336229962	False	False
ENSMUSG00000103933.2	ENSMUSG00000103933	198	20	439	39	29	2	6	20.0	1.4672497027902323	439.0	84.40950647165187	39.0	3.1608943872241513	29.0	2.9747290611642248	2.0	0.18701792622928284	6.0	0.4639551324456583	-5.752806677945157	-1.0592479699262876	30.181709973346745	4.920374769841542	7.636624620543649	False	False
ENSMUSG00002075967.1	ENSMUSG00002075967	110	10	12	3	1	0	0	10.0	0.7336248513951161	12.0	2.3073213614118964	3.0	0.2431457220941655	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	-1.5299585529674207	-0.760351952323536	0.8843479825613795	-0.022759673665416685	6.794415866350106	False	False
ENSMUSG00000086195.2	ENSMUSG00000086195	340	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.413627929024173	False	False
ENSMUSG00000104504.2	ENSMUSG00000104504	340	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.413627929024173	False	False
ENSMUSG00000066693.3	ENSMUSG00000066693	626	0	15	0	0	0	1	0.0	0.0	15.0	2.8841517017648703	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07732585540760971	-4.899248972913767	-0.8264029070701772	0.9613839005882902	0.0859465707666423	9.29232163280204	False	False
